UNITID,INSTNM,CITY,STABBR,ZIP,ADM_RATE,UGDS,TUITIONFEE_IN,MN_EARN_WNE_P10
161651,Aesthetics Institute of Cosmetology,Gaithersburg,MD,20877,,25.0,,
161688,Allegany College of Maryland,Cumberland,MD,21502-2596,,1990.0,3940.0,
161767,Anne Arundel Community College,Arnold,MD,21012-1895,,11294.0,4646.0,
161776,Brightwood College-Towson,Towson,MD,21286-2201,,309.0,,
161800,Award Beauty School,Hagerstown,MD,21740-5610,,157.0,,
161855,Baltimore Studio of Hair Design,Baltimore,MD,21201-3444,,46.0,,
161864,Baltimore City Community College,Baltimore,MD,21215-7893,,3797.0,3074.0,
161873,University of Baltimore,Baltimore,MD,21201-5720,0.8099,2856.0,8824.0,
162007,Bowie State University,Bowie,MD,20715-9465,0.36,5107.0,8064.0,
162061,Capitol Technology University,Laurel,MD,20708,0.7473,421.0,24788.0,
162104,Cecil College,North East,MD,21901-1900,,2112.0,4005.0,
162122,College of Southern Maryland,La Plata,MD,20646-0910,,6699.0,3690.0,
162168,Chesapeake College,Wye Mills,MD,21679-0008,,1744.0,3818.0,
162210,Washington Adventist University,Takoma Park,MD,20912,0.6139,750.0,23400.0,
162283,Coppin State University,Baltimore,MD,21216-3698,0.3651,2459.0,7474.0,
162335,Delmarva Beauty Academy,Salisbury,MD,21804-6952,,51.0,,
162371,North American Trade Schools,Baltimore,MD,21244,,448.0,,
162557,Frederick Community College,Frederick,MD,21702-2964,,4830.0,3520.0,
162584,Frostburg State University,Frostburg,MD,21532-1099,0.7229,4486.0,8914.0,
162609,Garrett College,McHenry,MD,21541,,532.0,3948.0,
162654,Goucher College,Baltimore,MD,21204-2794,0.7884,1526.0,43440.0,
162681,Purdue University Global-Hagerstown,Hagerstown,MD,21742,,470.0,14263.0,
162690,Hagerstown Community College,Hagerstown,MD,21742-6514,,3181.0,3616.0,
162706,Harford Community College,Bel Air,MD,21015-1698,,5018.0,3643.0,
162760,Hood College,Frederick,MD,21701,0.8113,1108.0,37960.0,
162779,Howard Community College,Columbia,MD,21044-3197,,8943.0,3888.0,
162830,Aveda Institute-Maryland,Bel Air,MD,21014-3639,,37.0,,
162928,Johns Hopkins University,Baltimore,MD,21218-2688,0.1254,5663.0,52170.0,
163028,Lincoln College of Technology-Columbia,Columbia,MD,21046,,569.0,,
163046,Loyola University Maryland,Baltimore,MD,21210-2699,0.7528,3903.0,47560.0,
163204,University of Maryland Global Campus,Adelphi,MD,20783-8010,,42289.0,7296.0,
163259,University of Maryland Baltimore,Baltimore,MD,21201-1627,,918.0,,
163268,University of Maryland-Baltimore County,Baltimore,MD,21250,0.6021,11130.0,11518.0,
163286,University of Maryland-College Park,College Park,MD,20742,0.445,29273.0,10399.0,
163295,Maryland Institute College of Art,Baltimore,MD,21217-4134,0.6161,1743.0,46990.0,
163338,University of Maryland Eastern Shore,Princess Anne,MD,21853-1299,0.3901,2799.0,8042.0,
163347,Fortis Institute-Towson,Towson,MD,21204-9840,,412.0,,
163408,Montgomery Beauty School,Silver Spring,MD,20901,,120.0,,
163426,Montgomery College,Rockville,MD,20850,,18915.0,4974.0,
163453,Morgan State University,Baltimore,MD,21251-0001,0.6372,6426.0,7766.0,
163462,Mount St. Mary's University,Emmitsburg,MD,21727-7799,0.6423,1785.0,40550.0,
163532,Ner Israel Rabbinical College,Baltimore,MD,21208,0.6418,265.0,11900.0,
163541,Hair Academy Inc-New Carrollton,New Carrollton,MD,20784,,447.0,,
163578,Notre Dame of Maryland University,Baltimore,MD,21210-2476,0.714,808.0,36070.0,
163657,Prince George's Community College,Largo,MD,20774-2199,,10743.0,3770.0,
163736,Brightwood College-Baltimore,Baltimore,MD,21227-1063,,452.0,,
163754,Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,MD,21093,,26.0,,
163815,Maryland Beauty Academy of Essex,Baltimore,MD,21224,,80.0,,
163851,Salisbury University,Salisbury,MD,21801-6862,0.6502,7552.0,9582.0,
163912,St. Mary's College of Maryland,St. Mary's City,MD,20686,0.8242,1519.0,14496.0,
163976,St. John's College,Annapolis,MD,21401,0.5445,458.0,51795.0,
164058,Brightwood College-Beltsville,Beltsville,MD,20705,,529.0,,
164076,Towson University,Towson,MD,21252-0001,0.773,19367.0,9694.0,
164085,Maryland University of Integrative Health,Laurel,MD,20723,,,,
164155,United States Naval Academy,Annapolis,MD,21402-5000,0.0844,4495.0,,
164173,Stevenson University,Stevenson,MD,21153-0641,0.6087,3375.0,35490.0,
164216,Washington College,Chestertown,MD,21620-1438,0.5871,1449.0,44820.0,
164270,McDaniel College,Westminster,MD,21157,0.85,1559.0,41800.0,
164313,Wor-Wic Community College,Salisbury,MD,21804-7131,,2652.0,3000.0,
212452,Faith Theological Seminary,Baltimore,MD,21212-2624,1.0,66.0,5870.0,
366438,Blades School of Hair Design,California,MD,20619,,72.0,,
373784,All-State Career-Baltimore,Baltimore,MD,21224,,561.0,,
405872,Carroll Community College,Westminster,MD,21157,,2559.0,3907.0,
430184,Strayer University-Maryland,Suitland,MD,20746,,2286.0,13857.0,
434308,Cortiva Institute-Baltimore,Linthicum,MD,21090,,458.0,,
434672,Community College of Baltimore County,Baltimore,MD,21237,,17614.0,4022.0,
434937,Yeshiva College of the Nations Capital,Silver  Spring,MD,20902,,25.0,10000.0,
434973,University of Phoenix-Maryland,Columbia,MD,21045-5423,,29.0,,
436030,Hair Academy II,Hillcrest Heights,MD,20748-1401,,234.0,,
444291,Empire Beauty School-Owings Mills,Owings Mills,MD,21117,,93.0,,
446394,Maple Springs Baptist Bible College and Seminary,Capitol Heights,MD,20743,,36.0,,
447971,Hair Expressions Academy,Rockville,MD,20852,,103.0,,
450076,Fortis Institute-Baltimore,Baltimore,MD,21244,,87.0,,
451909,Fortis College-Landover,Landover,MD,20785-2223,,550.0,14335.0,
455017,Frederick School of Cosmetology,Frederick,MD,21701,,23.0,,
455026,Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD,20852,,103.0,,
455901,The Temple-A Paul Mitchell Partner School,Frederick,MD,21701,,183.0,,
461379,Holistic Massage Training Institute,Baltimore,MD,21218,,59.0,,
476601,Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,21209-1613,1.0,76.0,12700.0,
480310,Empire Beauty School-Glen Burnie,Glen Burnie,MD,21061,,112.0,,
480693,Columbia Institute,Silver Spring,MD,20906-4503,,95.0,,
480994,Aspen Beauty Academy of Laurel,Laurel,MD,20724,,59.0,,
481207,Institute of Health Sciences,Hunt Valley,MD,21031-1408,,83.0,15150.0,
482103,Finger Lakes School of Massage,FREDERICK,MD,21703-3030,,32.0,,
487676,The Temple Annapolis-A Paul Mitchell Partner School,Annapolis,MD,21401-3833,,176.0,,
12697901,Denver Seminary - Washington DC,Landover,MD,207852414,,,,
16210401,Cecil College - Elkton Station,Elkton,MD,219215535,,,4005.0,
43018401,Strayer University-Rockville Campus,Rockville,MD,20850,,,13857.0,
43018402,Strayer University-Anne Arundel Campus,Millersville,MD,21108,,,13857.0,
43018403,Strayer University-White Marsh Campus,Baltimore,MD,21236,,,13857.0,
43018404,Strayer University-Owings Mills Campus,Owings Mills,MD,21117,,,13857.0,
131159,American University,Washington,DC,20016-8001,0.294,7433.0,46615.0,
131283,The Catholic University of America,Washington,DC,20064,0.8258,3284.0,44060.0,
131399,University of the District of Columbia,Washington,DC,20008,,3606.0,5756.0,
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,20017-1585,,,,
131450,Gallaudet University,Washington,DC,20002-3695,0.5901,1111.0,16558.0,
131469,George Washington University,Washington,DC,20052,0.4098,11718.0,53518.0,
131496,Georgetown University,Washington,DC,20057-0001,0.1568,7128.0,52300.0,
131520,Howard University,Washington,DC,20059-0001,0.4142,6276.0,25697.0,
131803,Strayer University-District of Columbia,Washington,DC,20005,,687.0,13857.0,
131830,National Conservatory of Dramatic Arts,Washington,DC,20007,1.0,32.0,9900.0,
131876,Trinity Washington University,Washington,DC,20017-1094,0.9228,1498.0,23690.0,
131973,Wesley Theological Seminary,Washington,DC,20016-5690,,,,
363721,University of the District of Columbia-David A Clarke School of Law,Washington,DC,20008,,,,
384412,University of the Potomac-Washington DC Campus,Washington,DC,20005,,65.0,13884.0,
420370,Career Technical Institute,Washington,DC,20005,,387.0,,
439473,Bennett Career Institute,Washington,DC,20017,,312.0,,
444893,Technical Learning Centers Inc,Washington,DC,20006-5540,,172.0,,
450483,University of Phoenix-Washington DC,Washington,DC,20001-1431,,70.0,9960.0,
455804,Institute of World Politics,Washington,DC,20036,,,,
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,20064,,,,
459745,The Chicago School of Professional Psychology at Washington DC,Washington,DC,20005,,,,
459994,Strayer University-Global Region,Washington,DC,20005,,5543.0,13857.0,
13180301,Strayer University-Takoma Park Campus,Washington,DC,20012,,,13857.0,
47503313,Relay Graduate School of Education - Washington D.C,Washington,DC,20002,,,,
231280,Paul Mitchell the School-Roanoke,Roanoke,VA,24015,,84.0,,
231411,Advanced Technology Institute,Virginia Beach,VA,23462,0.7954,464.0,13250.0,
